	id	model_type	name	readonly	readwrite	requirement
1061	PPGPP__e	Metabolite	Guanosine 3',5'-bis(diphosphate)		x	x
1062	PPHG__e	Metabolite	protoporphyrinogen IX		x	x
1063	PPI__e	Metabolite	diphosphate		x	x
1064	PPIX__e	Metabolite	protoporphyrin IX		x	x
1065	PRO__e	Metabolite	L-Proline		x	x
1066	proflavine__e	Metabolite	Proflavine		x	x
1067	ProPro__e	Metabolite	L-prolyl-L-proline		x	x
1068	PRPP__e	Metabolite	5-Phospho-alpha-D-ribose 1-diphosphate		x	x
1069	pSER__e	Metabolite	phosphoserine		x	x
1070	PSIURI__e	Metabolite	pseudouridine		x	x
1071	PSIURIMP__e	Metabolite	pseudouridine monophoshate		x	x
1072	pTHR__e	Metabolite	phosphothreonine		x	x
1073	PTRC__e	Metabolite	putrescine		x	x
1074	pTYR__e	Metabolite	Phosphotyrosine		x	x
1075	putdT__e	Metabolite	alpha-putrescinyl-2'-deoxythymidine		x	x
1076	putdTMP__e	Metabolite	alpha-putrescinyl-2'-deoxythymidine monophosphate		x	x
1077	PYDX__e	Metabolite	Pyridoxal		x	x
1078	PYR__e	Metabolite	pyruvate		x	x
1079	R1P__e	Metabolite	alpha-D-Ribose 1-phosphate		x	x
1080	R5P__e	Metabolite	alpha-D-Ribose 5-phosphate		x	x
1081	RBFLVRD__e	Metabolite	riboflavin, reduced		x	x
1082	rhodamine6G__e	Metabolite	Rhodamine 6G		x	x
1083	RIB__e	Metabolite	D-ribose		x	x
1084	RIBFLV__e	Metabolite	riboflavin, oxidized		x	x
1085	RL5P__e	Metabolite	D-Ribulose 5-phosphate		x	x
1086	s2U__e	Metabolite	2-thiouridine		x	x
1087	s2UMP__e	Metabolite	2-thiouridine monophosphate		x	x
1088	s4U__e	Metabolite	4-thiouridine		x	x
1089	s4UMP__e	Metabolite	4-thiouridine monophosphate		x	x
1090	S7P__e	Metabolite	D-sedoheptulose-7-phosphate		x	x
1091	SALA__e	Metabolite	3-Sulfino-L-alanine		x	x
1092	SBT__e	Metabolite	D-Sorbitol		x	x
1093	SBT6P__e	Metabolite	D-Sorbitol 6-phosphate		x	x
1094	SER__e	Metabolite	L-Serine		x	x
1095	SerSer__e	Metabolite	L-seryl-L-serine		x	x
1096	SNGLYP__e	Metabolite	sn-glycerol-1-phosphate		x	x
1097	SO2__e	Metabolite	sulfur dioxide		x	x
1098	SO4__e	Metabolite	sulphate		x	x
1099	SPMD__e	Metabolite	spermidine		x	x
1100	STEROL__e	Metabolite	cholesterol		x	x
1101	T3P1__e	Metabolite	D-glyceraldehdye-3-phosphate		x	x
1102	T3P2__e	Metabolite	Dihydroxyacetone phosphate		x	x
1103	TAG16P__e	Metabolite	D-Tagatose 1,6-biphosphate		x	x
1104	TAG6P__e	Metabolite	D-Tagatose 6-phosphate		x	x
1105	tBHP__e	Metabolite	tert-butylhydroperoxide		x	x
1106	tBOH__e	Metabolite	tert-Butanol		x	x
1107	TDECEG3P__e	Metabolite	1-tetradec-7-enoyl-sn-glycerol 3-phosphate		x	x
1108	TDECG3P__e	Metabolite	1-tetradecanoyl-sn-glycerol 3-phosphate		x	x
1109	TDP__e	Metabolite	TDP		x	x
1110	tetraphenylphosphonium__e	Metabolite	tetraphenylphosphonium		x	x
1111	THF__e	Metabolite	5,6,7,8-Tetrahydrofolate		x	x
1112	THM__e	Metabolite	thiamine		x	x
1113	THMP__e	Metabolite	Thiamin monophosphate		x	x
1114	THR__e	Metabolite	L-Threonine		x	x
1115	ThrThr__e	Metabolite	L-threonyl-L-threonine		x	x
1116	THY__e	Metabolite	thymine		x	x
1117	TPP__e	Metabolite	thiamine diphosphate		x	x
1118	TRIBUTYRIN__e	Metabolite	tributyrin; 1,3-Di(butanoyloxy)propan-2-yl butanoate; butyrin		x	x
1119	TRILAURIN__e	Metabolite	trilaurin		x	x
1120	TRIMYRISTIN__e	Metabolite	trimyristin; 1,3-Di(tetradecanoyloxy)propan-2-yl tetradecanoate; glyceryl trimyristate		x	x
1121	TRIOLEIN__e	Metabolite	triolein		x	x
1122	TRIPALMITIN__e	Metabolite	tripalmitin; 1,2,3-Trihexadecanoylglycerol; Glyceryl Tripalmitate; Glycerol Tripalmitate		x	x
1123	TRISTEARIN__e	Metabolite	Tristearin		x	x
1124	TRI_HDCEA_IN__e	Metabolite	triacylglycerol of {Hexadecenoate acid}		x	x
1125	TRI_TTDCEA_IN__e	Metabolite	triacylglycerol of {tetradecenoic acid}		x	x
1126	TRP__e	Metabolite	L-tryptophan		x	x
1127	TrpTrp__e	Metabolite	L-trytophanyl-L-trytophan		x	x
1128	TTDCA__e	Metabolite	tetradecanoate (n-C14:0)		x	x
1129	TTDCEA__e	Metabolite	tetradecenoate (n-C14:1)		x	x
1130	TTP__e	Metabolite	TTP		x	x
1131	TWEEN80__e	Metabolite	Tween 80; Polyoxyethylene (20) sorbitan monooleate; polysorbate 80		x	x
1132	TYR__e	Metabolite	L-tyrosine		x	x
1133	TyrTyr__e	Metabolite	L-tyrosyl-L-tyrosine		x	x
1134	U23CMP__e	Metabolite	2',3'-Cyclic UMP		x	x
1135	U3MP__e	Metabolite	3'-UMP		x	x
1136	UDP__e	Metabolite	UDP		x	x
1137	UDPG__e	Metabolite	UDP-glucose		x	x
1138	UDPGAL__e	Metabolite	UDP-galactose		x	x
1139	UDPGALF__e	Metabolite	UDP-D-galacto-1,4-furanose		x	x
1140	Um__e	Metabolite	2'-O-methyluridine		x	x
1141	UmMP__e	Metabolite	2'-O-methyluridine monophosphate		x	x
1142	UMP__e	Metabolite	UMP		x	x
1143	URA__e	Metabolite	uracil		x	x
1144	URI__e	Metabolite	uridine		x	x
1145	UTP__e	Metabolite	UTP		x	x
1146	VAL__e	Metabolite	L-Valine		x	x
1147	ValVal__e	Metabolite	L-valyl-L-valine		x	x
1148	vinyl_chloride__e	Metabolite	Vinylchloride		x	x
1149	X5P__e	Metabolite	D-Xylulose 5-phosphate		x	x
1150	XAN__e	Metabolite	xanthine		x	x
1151	XTSN__e	Metabolite	xanthosine		x	x
1152	ZN__e	Metabolite	zinc ion		x	x
1153	MG_124_MONOMER__e	ProteinMonomer	thioredoxin		x	x
1154	MG_287_MONOMER__e	ProteinMonomer	acyl carrier protein		x	x
1155	MG_124_MONOMER_ox__e	ProteinComplex	oxidized thioredoxin		x	x
1156	MG_229_231_TETRAMER__e	ProteinComplex	ribonucleoside-diphosphate reductase		x	x
1157	MG_229_231_TETRAMER_ox__e	ProteinComplex	oxidized ribonucleoside-diphosphate reductase		x	x
1158	MG_287_MONOMER_ACP__e	ProteinComplex	holo acyl carrier protein		x	x
1159	MG_287_MONOMER_ddcaACP__e	ProteinComplex	Dodecanoyl-ACP (n-C12:0ACP)		x	x
1160	MG_287_MONOMER_hdeACP__e	ProteinComplex	cis-hexadec-9-enoyl-[acyl-carrier protein] (n-C16:1)		x	x
1161	MG_287_MONOMER_myrsACP__e	ProteinComplex	Myristoyl-ACP (n-C14:0ACP)		x	x
1162	MG_287_MONOMER_ocdcaACP__e	ProteinComplex	Octadecanoyl-ACP (n-C18:0ACP)		x	x
1163	MG_287_MONOMER_octeACP__e	ProteinComplex	cis-octadec-11-enoyl-[acyl-carrier protein] (n-C18:1)		x	x
1164	MG_287_MONOMER_palmACP__e	ProteinComplex	Palmitoyl-ACP (n-C16:0ACP)		x	x
1165	MG_287_MONOMER_tdeACP__e	ProteinComplex	cis-tetradec-7-enoyl-[acyl-carrier protein] (n-C14:1)		x	x
1166	MG_427_DIMER__e	ProteinComplex	osmotically inducible peroxidase		x	x
1167	MG_427_DIMER_ox__e	ProteinComplex	oxidized osmotically inducible peroxidase		x	x
1168	MG_454_DIMER__e	ProteinComplex	thiol-dependent peroxidase		x	x
1169	MG_454_DIMER_ox__e	ProteinComplex	oxidized thiol-dependent peroxidase		x	x
1170	gamma_radiation__m	Stimulus	gamma radiation (1.2 MeV)		x	x
1171	A23CMP__m	Metabolite	2',3'-Cyclic AMP		x	x
1172	A3MP__m	Metabolite	3'-AMP		x	x
1173	AC__m	Metabolite	acetate		x	x
1174	ACAL__m	Metabolite	acetaldehyde		x	x
1175	ACCOA__m	Metabolite	Acetyl-CoA		x	x
1176	acriflavine__m	Metabolite	Acriflavine		x	x
1177	ACTP__m	Metabolite	Acetyl phosphate		x	x
1178	AD__m	Metabolite	adenine		x	x
1179	ADN__m	Metabolite	adenosine		x	x
1180	ADP__m	Metabolite	ADP		x	x
1181	AEPP__m	Metabolite	2-aminoethylphosphonate		x	x
1182	AHCYS__m	Metabolite	S-Adenosyl-L-homocysteine		x	x
1183	AKG__m	Metabolite	2-Oxoglutarate		x	x
1184	ALA__m	Metabolite	L-alanine		x	x
1185	AlaAla__m	Metabolite	L-alanyl-L-alanine		x	x
1186	AMET__m	Metabolite	S-Adenosyl-L-methionine		x	x
1187	aminodimethylaniline__m	Metabolite	N,N'-dimethyl-p-phenylenediamine		x	x
1188	AMP__m	Metabolite	AMP		x	x
1189	AMP_Lysine__m	Metabolite	AMP-Lysine		x	x
1190	AMP_Mor__m	Metabolite	AMP-morpholidate		x	x
1191	AMP_NH2__m	Metabolite	AMP-NH2		x	x
1192	anthranilate__m	Metabolite	2-aminobenzoic acid		x	x
1193	ARG__m	Metabolite	L-Arginine		x	x
1194	ArgArg__m	Metabolite	L-arginyl-L-arginine		x	x
1195	ASN__m	Metabolite	L-Asparagine		x	x
1196	AsnAsn__m	Metabolite	L-asparaginyl-L-asparagine		x	x
1197	ASP__m	Metabolite	L-Aspartate		x	x
1198	AspAsp__m	Metabolite	L-aspartyl-L-aspartic Acid		x	x
1199	ATP__m	Metabolite	ATP		x	x
1200	aza6dT__m	Metabolite	6-aza-2'-deoxythymidine		x	x
1201	aza6dTMP__m	Metabolite	6-aza-2'-deoxythymidine monophosphate		x	x
1202	aza8dA__m	Metabolite	8-aza-2'-deoxyadenosine		x	x
1203	aza8dAMP__m	Metabolite	8-aza-2'-deoxyadenosine monophosphate		x	x
1204	benzalkonium__m	Metabolite	Benzalkonium		x	x
1205	berberine__m	Metabolite	Berberine		x	x
1206	BUT__m	Metabolite	butyric acid, butanoic acid		x	x
1207	C23CMP__m	Metabolite	2',3'-Cyclic CMP		x	x
1208	C3MP__m	Metabolite	3'-CMP		x	x
1209	c5dU__m	Metabolite	5-Carbouy-2'-deoxyuridine		x	x
1210	c5dUMP__m	Metabolite	5-Carbouy-2'-deoxyuridine monophosphate		x	x
1211	CA__m	Metabolite	calcium ion		x	x
1212	CAP__m	Metabolite	carbamoyl phosphate		x	x
1213	carbamoylmethyl6dA__m	Metabolite	N6-carbamoylmethyl-2'-deoxyadenosine		x	x
1214	carbamoylmethyl6dAMP__m	Metabolite	N6-carbamoylmethyl-2'-deoxyadenosine monophosphate		x	x
1215	CDP__m	Metabolite	CDP		x	x
1216	CDPDG120__m	Metabolite	CDP-1,2-didodecanoylglycerol		x	x
1217	CDPDG140__m	Metabolite	CDP-1,2-ditetradecanoylglycerol		x	x
1218	CDPDG141__m	Metabolite	CDP-1,2-ditetradec-7-enoylglycerol		x	x
1219	CDPDG160__m	Metabolite	CDP-1,2-dihexadecanoylglycerol		x	x
1220	CDPDG161__m	Metabolite	CDP-1,2-dihexadec-9-enoylglycerol		x	x
1221	CDPDG180__m	Metabolite	CDP-1,2-dioctadecanoylglycerol		x	x
1222	CDPDG181__m	Metabolite	CDP-1,2-dioctadec-11-enoylglycerol		x	x
1223	Ceramide16__m	Metabolite	Ceramide (d18:1/16:0)		x	x
1224	CH3OH__m	Metabolite	methanol		x	x
1225	chloroacetaldehyde__m	Metabolite	chloroacetaldehyde		x	x
1226	chloroethylene_oxide__m	Metabolite	chloroethylene oxide		x	x
1227	CHOL__m	Metabolite	choline		x	x
1228	CHP__m	Metabolite	cumene hydroperoxide		x	x
1229	ciprofloxacin__m	Metabolite	ciprofloxacin		x	x
1230	CITR__m	Metabolite	L-citrulline		x	x
1231	CL__m	Metabolite	chloride ion		x	x
1232	CL160__m	Metabolite	cardiolipin (tetrahexadecanoyl, n-C16:0)		x	x
1233	CL161__m	Metabolite	cardiolipin (tetrahexadec-9-enoyl, n-C16:1)		x	x
1234	CL181__m	Metabolite	cardiolipin (tetraoctadec-11-enoyl, n-C18:1)		x	x
1235	cmnm5s2U__m	Metabolite	5-carboxymethylaminomethyl-2-thiouridine		x	x
1236	cmnm5s2UMP__m	Metabolite	5-carboxymethylaminomethyl-2-thiouridine monophosphate		x	x
1237	CMP__m	Metabolite	CMP		x	x
1238	CO__m	Metabolite	cobalt ion		x	x
1239	CO2__m	Metabolite	carbon dioxide		x	x
1240	COA__m	Metabolite	coenzyme A		x	x
1241	crystalViolet__m	Metabolite	Crystal violet		x	x
1242	CTP__m	Metabolite	CTP		x	x
1243	CU__m	Metabolite	cupric ion		x	x
1244	cyclobutane_dCdC__m	Metabolite	cyclobutane 2'-deoxycytidine dimer		x	x
1245	cyclobutane_dCdT__m	Metabolite	cyclobutane 2'-deoxycytidine 2'-deoxythymidine 		x	x
1246	cyclobutane_dCMPdCMP__m	Metabolite	cyclobutane 2'-deoxycytidine monophosphate dimer		x	x
1247	cyclobutane_dCMPdTMP__m	Metabolite	cyclobutane 2'-deoxycytidine monophosphate 2'-deoxythymidine  monophosphate		x	x
1248	cyclobutane_dTdC__m	Metabolite	cyclobutane 2'-deoxythymidine 2'-deoxycytidine		x	x
1249	cyclobutane_dTdT__m	Metabolite	cyclobutane 2'-deoxythymidine dimer		x	x
1250	cyclobutane_dTMPdCMP__m	Metabolite	cyclobutane 2'-deoxythymidine monophosphate 2'-deoxycytidine monophosphate		x	x
1251	cyclobutane_dTMPdTMP__m	Metabolite	cyclobutane 2'-deoxythymidine monophosphate dimer		x	x
1252	cyclodA__m	Metabolite	8,5'-cyclo-2'-deoxyadenosine		x	x
1253	cyclodAMP__m	Metabolite	8,5'-cyclo-2'-deoxyadenosine monophosphate		x	x
1254	cyclodG__m	Metabolite	8,5'-cyclo-2'-deoxyguanosine		x	x
1255	cyclodGMP__m	Metabolite	8,5'-cyclo-2'-deoxyguanosine monophosphate		x	x
1256	CYS__m	Metabolite	L-Cysteine		x	x
1257	CysCys__m	Metabolite	L-cysteinyl-L-cysteine		x	x
1258	CYTD__m	Metabolite	cytidine		x	x
1259	c_di_AMP__m	Metabolite	Cyclic-di-adenylate		x	x
1260	DA__m	Metabolite	deoxyadenosine		x	x
1261	DADP__m	Metabolite	dADP		x	x
1262	DAG160__m	Metabolite	Diacylglycerol (n-16:0)		x	x
1263	DAG161__m	Metabolite	Diacylglycerol (n-16:1)		x	x
1264	DAG181__m	Metabolite	Diacylglycerol (n-18:1)		x	x
1265	DALA__m	Metabolite	D-alanine		x	x
1266	DAMP__m	Metabolite	dAMP		x	x
1267	dApdAp__m	Metabolite	dAp-dAp		x	x
1268	DATP__m	Metabolite	dATP		x	x
1269	DC__m	Metabolite	deoxycytidine		x	x
1270	dC64dC__m	Metabolite	2'-deoxycytidine-[6,4]-2'-deoxycytidine		x	x
1271	dC64dC_dewar__m	Metabolite	2'-deoxycytidine-[6,4]-2'-deoxycytidine dewar product		x	x
1272	dC64dT__m	Metabolite	2'-deoxycytidine-[6,4]-2'-deoxythymidine		x	x
1273	dC64dT_dewar__m	Metabolite	2'-deoxycytidine-[6,4]-2'-deoxythymidine dewar product		x	x
1274	DCDP__m	Metabolite	dCDP		x	x
1275	DCMP__m	Metabolite	dCMP		x	x
1276	dCMP64dCMP__m	Metabolite	2'-deoxycytidine monophosphate-[6,4]-2'-deoxycytidine monophosphate		x	x
1277	dCMP64dCMP_dewar__m	Metabolite	2'-deoxycytidine monophosphate-[6,4]-2'-deoxycytidine monophosphate dewar product		x	x
1278	dCMP64dTMP__m	Metabolite	2'-deoxycytidine monophosphate-[6,4]-2'-deoxythymidine monophosphate		x	x
1279	dCMP64dTMP_dewar__m	Metabolite	2'-deoxycytidine monophosphate-[6,4]-2'-deoxythymidine monophosphate dewar product		x	x
1280	dCMP_GLYC__m	Metabolite	2-'deoxycytidine monophosphate glycol		x	x
1281	dCpdCp__m	Metabolite	dCp-dCp		x	x
1282	DCTP__m	Metabolite	dCTP		x	x
1283	dC_GLYC__m	Metabolite	2-'deoxycytidine glycol		x	x
1284	DDCA__m	Metabolite	Dodecanoate (n-C12:0)		x	x
1285	DDECG3P__m	Metabolite	1-dodecanoyl-sn-glycerol 3-phosphate		x	x
1286	deoxyG6P__m	Metabolite	2-deoxy-glucose-6-phosphate		x	x
1287	deoxyGLC__m	Metabolite	2-deoxy-glucose		x	x
1288	DG__m	Metabolite	deoxyguanosine		x	x
1289	DGDP__m	Metabolite	dGDP		x	x
1290	DGMP__m	Metabolite	dGMP		x	x
1291	dGpdGp__m	Metabolite	dGp-dGp		x	x
1292	DGTP__m	Metabolite	dGTP		x	x
1293	DHA__m	Metabolite	Dihydroxyacetone		x	x
1294	DHdT__m	Metabolite	5,6-dihydro-2'-deoxythymidine		x	x
1295	DHdTMP__m	Metabolite	5,6-dihydro-2'-deoxythymidine monophosphate		x	x
1296	DHdU__m	Metabolite	5,6-dihydroxy-2'-deoxyuridine		x	x
1297	DHdUMP__m	Metabolite	5,6-dihydroxy-2'-deoxyuridine monophosphate		x	x
1298	DHF__m	Metabolite	dihydrofolate		x	x
1299	dhpdU__m	Metabolite	5'-dihydroxypentyl-2'-deoxyuridine		x	x
1300	dhpdUMP__m	Metabolite	5'-dihydroxypentyl-2'-deoxyuridine monophosphate		x	x
1301	diacylglycerolCys__m	Metabolite	S-diacylglycerol cysteine 		x	x
1302	DIBUTYRIN__m	Metabolite	dibutyrin		x	x
1303	dINS__m	Metabolite	2'-deoxyinosine		x	x
1304	dINSMP__m	Metabolite	2'-deoxyinosine monophosphate		x	x
1305	DMBA__m	Metabolite	dimethylbenzyl alcohol		x	x
1306	doxorubicin__m	Metabolite	Doxorubicin		x	x
1307	DPCOA__m	Metabolite	dephospho-CoA		x	x
1308	DPG__m	Metabolite	3-Phospho-D-glyceroyl phosphate		x	x
1309	DR1P__m	Metabolite	2-Deoxy-D-ribose 1-phosphate		x	x
1310	DR5P__m	Metabolite	2-Deoxy-D-ribose 5-phosphate		x	x
1311	DT__m	Metabolite	thymidine		x	x
1312	dT64dC__m	Metabolite	2'-deoxythymidine-[6,4]-2'-deoxycytidine		x	x
1313	dT64dC_dewar__m	Metabolite	2'-deoxythymidine-[6,4]-2'-deoxycytidine dewar product		x	x
1314	dT64dT__m	Metabolite	2'-deoxythymidine-[6,4]-2'-deoxythymidine		x	x
1315	dT64dT_dewar__m	Metabolite	2'-deoxythymidine-[6,4]-2'-deoxythymidine dewar product		x	x
1316	DTDP__m	Metabolite	dTDP		x	x
1317	DTMP__m	Metabolite	dTMP		x	x
1318	dTMP64dCMP__m	Metabolite	2'-deoxythymidine monophosphate-[6,4]-2'-deoxycytidine monophosphate		x	x
1319	dTMP64dCMP_dewar__m	Metabolite	2'-deoxythymidine monophosphate-[6,4]-2'-deoxycytidine monophosphate dewar product		x	x
1320	dTMP64dTMP__m	Metabolite	2'-deoxythymidine monophosphate-[6,4]-2'-deoxythymidine monophosphate		x	x
1321	dTMP64dTMP_dewar__m	Metabolite	2'-deoxythymidine monophosphate-[6,4]-2'-deoxythymidine monophosphate dewar product		x	x
1322	dTMP_GLYC__m	Metabolite	2'-deoxythymidine monophosphate glycol		x	x
1323	dTpdTp__m	Metabolite	dTp-dTp		x	x
1324	DTTP__m	Metabolite	dTTP		x	x
1325	dT_GLYC__m	Metabolite	2'-deoxythymidine glycol		x	x
1326	DU__m	Metabolite	deoxyuridine		x	x
1327	DUDP__m	Metabolite	dUDP		x	x
1328	DUMP__m	Metabolite	dUMP		x	x
1329	DUTP__m	Metabolite	dUTP		x	x
1330	dXAN__m	Metabolite	2'-deoxyxanthosine		x	x
1331	dXANMP__m	Metabolite	2'-deoxyxanthosine monophosphate		x	x
1332	e1dA__m	Metabolite	1-ethyl-2'-deoxyadenosine		x	x
1333	e1dAMP__m	Metabolite	1-ethyl-2'-deoxyadenosine monophosphate		x	x
1334	e1dG__m	Metabolite	1-ethyl-2'-deoxyguanosine		x	x
1335	e1dGMP__m	Metabolite	1-ethyl-2'-deoxyguanosine monophosphate		x	x
1336	e3dA__m	Metabolite	3-ethyl-2'-deoxyadenosine		x	x
1337	e3dAMP__m	Metabolite	3-ethyl-2'-deoxyadenosine monophosphate		x	x
1338	e3dC__m	Metabolite	3-ethyl-2'-deoxycytidine		x	x
1339	e3dCMP__m	Metabolite	3-ethyl-2'-deoxycytidine monophosphate		x	x
1340	e3dG__m	Metabolite	3-ethyl-2'-deoxyguanosine		x	x
1341	e3dGMP__m	Metabolite	3-ethyl-2'-deoxyguanosine monophosphate		x	x
1342	e3dT__m	Metabolite	3'-ethyl-2'-deoxythymidine		x	x
1343	e3dTMP__m	Metabolite	3'-ethyl-2'-deoxythymidine monophosphate		x	x
1344	e4dC__m	Metabolite	4-ethyl-2'-deoxycytidine		x	x
1345	e4dCMP__m	Metabolite	4-ethyl-2'-deoxycytidine monophosphate		x	x
1346	E4P__m	Metabolite	D-Erythrose 4-phosphate		x	x
1347	e5dC__m	Metabolite	5-ethyl-2'-deoxycytidine		x	x
1348	e5dCMP__m	Metabolite	5-ethyl-2'-deoxycytidine monophosphate		x	x
1349	e6dA__m	Metabolite	6-ethyl-2'-deoxyadenosine		x	x
1350	e6dAMP__m	Metabolite	6-ethyl-2'-deoxyadenosine monophosphate		x	x
1351	e7dA__m	Metabolite	7-ethyl-2'-deoxyadenosine		x	x
1352	e7dAMP__m	Metabolite	7-ethyl-2'-deoxyadenosine monophosphate		x	x
1353	e7dG__m	Metabolite	7-ethyl-2'-deoxyguanosine		x	x
1354	e7dGMP__m	Metabolite	7-ethyl-2'-deoxyguanosine monophosphate		x	x
1355	e8dG__m	Metabolite	8-ethyl-2'-deoxyguanosine		x	x
1356	e8dGMP__m	Metabolite	8-ethyl-2'-deoxyguanosine monophosphate		x	x
1357	enoxacin__m	Metabolite	Enoxacin		x	x
1358	epsilon1N2dG__m	Metabolite	1,N2-etheno-2'-deoxyguanosine		x	x
1359	epsilon1N2dGMP__m	Metabolite	1,N2-etheno-2'-deoxyguanosine monophosphate		x	x
1360	epsilon1N6dA__m	Metabolite	1,N6-etheno-2'-deoxyadenosine		x	x
1361	epsilon1N6dAMP__m	Metabolite	1,N6-etheno-2'-deoxyadenosine monophosphate		x	x
1362	epsilon3N4dC__m	Metabolite	3,N4-etheno-2'-deoxycytidine		x	x
1363	epsilon3N4dCMP__m	Metabolite	3,N4-etheno-2'-deoxycytidine monophosphate		x	x
1364	epsilonN23dG__m	Metabolite	N2,3-etheno-2'-deoxyguanosine		x	x
1365	epsilonN23dGMP__m	Metabolite	N2,3-etheno-2'-deoxyguanosine monophosphate		x	x
1366	ethidium__m	Metabolite	Ethidium		x	x
1367	ETN__m	Metabolite	ethanolamine		x	x
1368	F1P__m	Metabolite	D-Fructose 1-phosphate		x	x
1369	f5dU__m	Metabolite	5-formyl-2'-deoxyuridine		x	x
1370	f5dUMP__m	Metabolite	5-formyl-2'-deoxyuridine monophosphate		x	x
1371	F6P__m	Metabolite	D-Fructose 6-phosphate		x	x
1372	FAD__m	Metabolite	flavin adenine dinucleotide, oxidized		x	x
1373	FADH2__m	Metabolite	flavin adenine dinucleotide, reduced		x	x
1374	FALD__m	Metabolite	formaldehyde		x	x
1375	FAPydA__m	Metabolite	N4-(2-Deoxy-alpha,beta-D-erythro-pentofuranosyl)-4,6-diamino-5-formamidopyrimidine		x	x
1376	FAPydAMP__m	Metabolite	N4-(2-Deoxy-alpha,beta-D-erythro-pentofuranosyl)-4,6-diamino-5-formamidopyrimidine monophosphate		x	x
1377	FAPydG__m	Metabolite	N6-(2-Deoxy-α,β-d-erythro-pentofuranosyl)-2,6-diamino-4-hydroxy-5-formamidopyrimidine		x	x
1378	FAPydGMP__m	Metabolite	N6-(2-Deoxy-α,β-d-erythro-pentofuranosyl)-2,6-diamino-4-hydroxy-5-formamidopyrimidine monophosphate		x	x
1379	FDP__m	Metabolite	D-Fructose 1,6-bisphosphate		x	x
1380	FE2__m	Metabolite	ferrous iron		x	x
1381	FE3__m	Metabolite	ferric iron		x	x
1382	FMET__m	Metabolite	N-Formyl-L-methionine		x	x
1383	FMN__m	Metabolite	flavin mononucleotide, oxidized		x	x
1384	FMNH2__m	Metabolite	flavin mononucleotide, reduced		x	x
1385	FOR__m	Metabolite	Formate		x	x
1386	FRU__m	Metabolite	D-Fructose		x	x
1387	FTHF10__m	Metabolite	10-formyl-tetrahydrofolate		x	x
1388	FTHF5__m	Metabolite	5-formyltetrahydrofolate		x	x
1389	FUC1P__m	Metabolite	L-fucose 1-phosphate		x	x
1390	G1P__m	Metabolite	D-Glucose 1-phosphate		x	x
1391	G23CMP__m	Metabolite	2',3'-Cyclic GMP		x	x
1392	G2P__m	Metabolite	D-Glycerate 2-phosphate		x	x
1393	G3MP__m	Metabolite	3'-GMP		x	x
1394	G3P__m	Metabolite	3-Phospho-D-glycerate		x	x
1395	G6P__m	Metabolite	D-Glucose 6-phosphate		x	x
1396	GalCer16__m	Metabolite	galactosyl-β-Ceramide (d18:1/16:0)		x	x
1397	GalDAG160__m	Metabolite	galactosyl-β-diacylglycerol(16:0/16:1(9Z))		x	x
1398	GalDAG161__m	Metabolite	galactosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))		x	x
1399	GalDAG181__m	Metabolite	galactosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))		x	x
1400	GalGalCer16__m	Metabolite	galactosyl-α1-4-galactosyl-β-Ceramide (d18:1/16:0)		x	x
1401	GalGalDAG160__m	Metabolite	galactosyl-α1-4-galactosyl-β-diacylglycerol(16:0/16:1(9Z))		x	x
1402	GalGalDAG161__m	Metabolite	galactosyl-α1-4-galactosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))		x	x
1403	GalGalDAG181__m	Metabolite	galactosyl-α1-4-galactosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))		x	x
1404	GalGalGalDAG160__m	Metabolite	galactosyl-α1-4-galactosyl-β1-4-galactosyl-β-diacylglycerol(16:0/16:1(9Z))		x	x
1405	GalGalGalDAG161__m	Metabolite	galactosyl-α1-4-galactosyl-β1-4-galactosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))		x	x
1406	GalGalGalDAG181__m	Metabolite	galactosyl-α1-4-galactosyl-β1-4-galactosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))		x	x
1407	GalGalGlcCer16__m	Metabolite	galactosyl-α1-4-galactosyl-β1-4-glucosyl-β-Ceramide (d18:1/16:0)		x	x
1408	GalGalGlcDAG160__m	Metabolite	galactosyl-α1-4-galactosyl-β1-4-glucosyl-β-diacylglycerol(16:0/16:1(9Z))		x	x
1409	GalGalGlcDAG161__m	Metabolite	galactosyl-α1-4-galactosyl-β1-4-glucosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))		x	x
1410	GalGalGlcDAG181__m	Metabolite	galactosyl-α1-4-galactosyl-β1-4-glucosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))		x	x
1411	GalGlcCer16__m	Metabolite	galactosyl-β1-4-glucosyl-β-Ceramide (d18:1/16:0)		x	x
1412	GalGlcDAG160__m	Metabolite	galactosyl-β1-4-glucosyl-β-diacylglycerol(16:0/16:1(9Z))		x	x
1413	GalGlcDAG161__m	Metabolite	galactosyl-β1-4-glucosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))		x	x
1414	GalGlcDAG181__m	Metabolite	galactosyl-β1-4-glucosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))		x	x
1415	GDP__m	Metabolite	GDP		x	x
