Flux	Value
R_LIPASE_TRIPALMITIN_MG310	0
R_LIPASE_TRIPALMITIN_MG327	0
R_LIPASE_TRIPALMITIN_MG344	0
R_LIPASE_TRISTEARIN_MG310	0
R_LIPASE_TRISTEARIN_MG327	0
R_LIPASE_TRISTEARIN_MG344	0
R_LIPASE_TRI_HDCEA_IN_MG310	0
R_LIPASE_TRI_HDCEA_IN_MG327	0
R_LIPASE_TRI_HDCEA_IN_MG344	0
R_LIPASE_TRI_TTDCEA_IN_MG310	0
R_LIPASE_TRI_TTDCEA_IN_MG327	0
R_LIPASE_TRI_TTDCEA_IN_MG344	0
R_GLex	0.00876773843918431
R_GL2Pex	0
R_GL3Pex	0
R_GLCex	3.89918472882946
R_GlcCer16ex	0
R_GlcDAG160ex	0
R_GlcDAG161ex	0
R_GlcDAG181ex	0
R_GlcGalCer16ex	0
R_GlcGalDAG160ex	0
R_GlcGalDAG161ex	0
R_GlcGalDAG181ex	0
R_GlcGalGalDAG160ex	0
R_GlcGalGalDAG161ex	0
R_GlcGalGalDAG181ex	0
R_GlcGalGlcDAG160ex	0
R_GlcGalGlcDAG161ex	0
R_GlcGalGlcDAG181ex	0
R_GlcGlcDAG160ex	0
R_GlcGlcDAG161ex	0
R_GlcGlcDAG181ex	0
R_GlcGlcGlcDAG160ex	0
R_GlcGlcGlcDAG161ex	0
R_GlcGlcGlcDAG181ex	0
R_glchm5dCex	0
R_glchm5dCMPex	0
R_glchm5dUex	0
R_glchm5dUMPex	0
R_GLNex	0
R_GlnGlnex	0.0094982925638654
R_GLUex	0
R_gludTex	0
R_gludTMPex	0
R_GluGluex	0.0124956433676517
R_GLYex	0
R_GlyGlyex	0
R_Gmex	-0.00462673907037006
R_GmMPex	0
R_HinT_GMP_Lysine_MG132	0
R_HinT_GMP_Mor_MG132	0
R_GMPex	0
R_GMP_Lysineex	0
R_GMP_Morex	0
R_GNex	0.0129834179585322
R_GPCHex	0
R_GPEex	0
R_GPGex	0
R_GPIex	0
R_GPSex	0
R_GSNex	0
R_GTPex	0
R_LIPASE_TWEEN80_MG310	0
R_LIPASE_TWEEN80_MG327	0
R_LIPASE_TWEEN80_MG344	0
R_Hex	-11.9755409862197
R_H2Oex	20
R_H2O2ex	-15.5392032352172
R_HCYSex	0
R_HDCAex	0.00410763845599183
R_HDCEAex	0.00313665122168516
R_HDECEG3Pex	0
R_HDECG3Pex	0
R_HISex	0
R_HisHisex	0.00350008348170364
R_hm3dCex	0
R_hm3dCMPex	0
R_hm5dCex	0
R_hm5dCMPex	0
R_hm5dUex	0
R_hm5dUMPex	0
R_hm5hydantoin_dRiboseex	0
R_hm5hydantoin_dRiboseMPex	0
R_ho5dCex	0
R_ho5dCMPex	0
R_ho5dUex	0
R_ho5dUMPex	0
R_ho5ho6dTex	0
R_ho5ho6dTMPex	0
R_ho5ho6dUex	0
R_ho5ho6dUMPex	0
R_ho5hydantoin_dRiboseex	0
R_ho5hydantoin_dRiboseMPex	0
R_HPHPYRex	0
R_hydrideex	0
R_hydroxyl_radicalex	0
R_HYXNex	0
R_IDPex	0
R_ILEex	0
R_IleIleex	0.0176578831187911
R_IMPex	0
R_INOSex	0
R_INSex	0
R_ITPex	0
R_Kex	0.0135683838517758
R_k2Cex	-0.00308449271358004
R_k2CMPex	0
R_LACex	0
R_LEUex	0
R_LeuLeuex	0.0216182515919999
R_LIPOATEex	3.46297252100602E-05
R_LIPOYLAMPex	0
R_LIPOYLLYSex	0
R_lomefloxacinex	0
R_LYSex	0
R_LysLysex	0.0206956195869812
R_m1dAex	0
R_m1dAMPex	0
R_m1dGex	0
R_m1dGMPex	0
R_m1Gex	-0.0231336953519065
R_m1GMPex	0
R_m2Gex	0
R_m2GMPex	0
R_m3dAex	0
R_m3dAMPex	0
R_m3dCex	0
R_m3dCMPex	0
R_m3dGex	0
R_m3dGMPex	0
R_m3dTex	0
R_m3dTMPex	0
R_m4dCex	0
R_m4dCMPex	0
R_m5Cex	0
R_m5CMPex	0
R_m5dCex	0
R_m5dCMPex	0
R_m62Aex	0
R_m62AMPex	0
R_m6Aex	0
R_m6AMPex	0
R_m6dAex	0
R_m6dAMPex	0
R_m7dAex	0
R_m7dAMPex	0
R_m7dGex	0
R_m7dGMPex	0
R_m7Gex	0
R_m7GMPex	0
R_m8dGex	0
R_m8dGMPex	0
R_MALex	0
R_MANex	0
R_MAN1Pex	0
R_MAN6Pex	0
R_METex	0
R_METHFex	0
R_methylRedex	0
R_METHYL_OCDCEAex	0
R_MetMetex	0.00402520075808907
R_METSOXRLex	0
R_METSOXSLex	0
R_METTHFex	0
R_MGex	0.000797366749843718
R_MNex	0.000276532894154457
R_MOex	0
R_MOBDex	0.000240952162391823
R_MONOBUTYRINex	0
R_MORex	0
R_MTHFex	0
R_n2dAex	0
R_n2dAMPex	0
R_NAex	0.00030946400548158
R_NAADex	0
R_NACex	0.000982250584230217
R_NADex	0
R_NADHex	0
R_NADPex	0
R_NADPHex	0
R_NAMNex	0
R_NH3ex	0
R_NH4ex	-0.00698415081771703
R_NIex	5.9635745493246E-05
R_nisinex	0
R_NMNex	0
R_norfloxacinex	0
R_novobiocinex	0
R_NRex	0
R_O2ex	15.542000662
R_O2edCex	0
R_O2edCMPex	0
R_O2edTex	0
R_O2edTMPex	0
R_O2mdCex	0
R_O2mdCMPex	0
R_O2mdTex	0
R_O2mdTMPex	0
R_O4edTex	0
R_O4edTMPex	0
R_O4mdTex	0
R_O4mdTMPex	0
R_O6edGex	0
R_O6edGMPex	0
R_O6mdGex	0
R_O6mdGMPex	0
R_OAex	0
R_OCDCAex	0
R_OCDCEAex	0.00212097777492484
R_ODEC11GPex	0
R_ODECG3Pex	0
R_OHex	0
R_ORNex	0
R_oxo2dAex	0
R_oxo2dAMPex	0
R_oxo8dAex	0
R_oxo8dAMPex	0
R_oxo8dGex	0
R_oxo8dGMPex	0
R_oxoethyl7dGex	0
R_oxoethyl7dGMPex	0
R_PA120ex	0
R_PA140ex	0
R_PA141ex	0
R_PA160ex	0
R_PA161ex	0
R_PA180ex	0
R_PA181ex	0
R_PAPex	0
R_pCHOLex	0
R_PDLA5Pex	0
R_PEPex	0
R_PG160ex	0
R_PG161ex	0
R_PG181ex	0
R_PGP160ex	0
R_PGP161ex	0
R_PGP181ex	0
R_PHEex	0
R_PhePheex	0.011959814212496
R_PHPYRex	0
R_PIex	0
R_PL5Pex	0
R_POE_SORBITANex	0
R_PPAAex	0
R_PPGPPex	0
R_PPHGex	0
R_PPIex	0
R_PPIXex	0
R_PROex	0
R_proflavineex	0
R_ProProex	0.00638478228589075
R_PRPPex	0
R_pSERex	0
R_PSIURIex	0
R_PSIURIMPex	0
R_pTHRex	0
R_PTRCex	0.00864302113136144
R_pTYRex	0
R_putdTex	0
R_putdTMPex	0
R_PYDXex	9.50367425810543E-05
R_PYRex	0
R_R1Pex	0
R_R5Pex	0
R_RBFLVRDex	0
R_rhodamine6Gex	0
R_RIBex	0
R_RIBFLVex	0.000190073485164181
R_RL5Pex	0
R_s2Uex	0
R_s2UMPex	0
R_s4Uex	0
R_s4UMPex	0
R_S7Pex	0
R_SALAex	0
R_SBTex	0
R_SBT6Pex	0
R_SERex	0
R_SerSerex	0
R_SNGLYPex	0
R_SO2ex	0
R_SO4ex	0.000301190606014907
R_SPMDex	0.00175203117639593
R_TX_STEROL	0.00230686246869768
R_STEROLex	0.00230686246869364
R_T3P1ex	0
R_T3P2ex	0
R_TAG16Pex	0
R_TAG6Pex	0
R_tBHPex	0
R_tBOHex	0
R_TDECEG3Pex	0
R_TDECG3Pex	0
R_TDPex	0
R_tetraphenylphosphoniumex	0
R_THFex	0.000413715517617361
R_THMex	9.50367425840743E-05
R_THMPex	0
R_THRex	0
R_ThrThrex	0
R_THYex	0.0141382252244997
R_TPPex	0
R_TRIBUTYRINex	0
R_TRILAURINex	0
R_TRIMYRISTINex	0
R_TRIOLEINex	0
R_TRIPALMITINex	0
R_TRISTEARINex	0
R_TRI_HDCEA_INex	0
R_TRI_TTDCEA_INex	0
R_TRPex	0
R_TrpTrpex	0.00177254938149552
R_TTDCAex	0
R_TTDCEAex	0
R_TTPex	0
R_TWEEN80ex	0
R_TYRex	-4.02031053259215
R_TyrTyrex	2.00525772531125
R_U23CMPex	0
R_U3MPex	0
R_UDPex	0
R_UDPGex	0
R_UDPGALex	0
R_UDPGALFex	0
R_Umex	-0.00462673907037006
R_UmMPex	0
R_UMPex	0
R_URAex	2.91305386405858E-15
R_URIex	0
R_UTPex	0
R_VALex	0
R_ValValex	0.014297752783525
R_vinyl_chlorideex	0
R_X5Pex	0
R_XANex	0
R_XTSNex	0
R_ZNex	0.000333932016986129
R_MG_124_MONOMERex	0
R_MG_287_MONOMERex	0
R_MG_124_MONOMER_oxex	0
R_MG_229_231_TETRAMERex	0
R_MG_229_231_TETRAMER_oxex	0
R_MG_287_MONOMER_ACPex	0
R_MG_287_MONOMER_ddcaACPex	0
R_MG_287_MONOMER_hdeACPex	0
R_MG_287_MONOMER_myrsACPex	0
R_MG_287_MONOMER_ocdcaACPex	0
R_MG_287_MONOMER_octeACPex	0
R_MG_287_MONOMER_palmACPex	0
R_MG_287_MONOMER_tdeACPex	0
R_MG_427_DIMERex	0
R_MG_427_DIMER_oxex	0
R_MG_454_DIMERex	0
R_MG_454_DIMER_oxex	0
